Node-Id,Node-Title,authorityCentrality-1-New_Testament,betweennessCentrality-1-New_Testament,betweennessCentrality-1-New_Testament-unscaled,bonacichPowerCentrality-1-New_Testament,brokerage-1-New_Testament,capability-1-New_Testament,capability-2-New_Testament,cliqueCount-2-New_Testament,closenessCentrality-1-New_Testament,closenessCentrality-1-New_Testament-unscaled,clusteringCoefficient-2-New_Testament,cognitiveDemand-1-New_Testament,columnDegreeCentrality-1-New_Testament,columnDegreeCentrality-1-New_Testament-unscaled,columnGiniMeansDifference-1-New_Testament,correlationDistinctiveness-1-New_Testament,correlationDistinctiveness-2-New_Testament,correlationExpertise-1-New_Testament,correlationExpertise-2-New_Testament,correlationResemblance-1-New_Testament,correlationResemblance-2-New_Testament,correlationSimilarity-1-New_Testament,correlationSimilarity-2-New_Testament,diagonal-1-New_Testament,eccentricity-1-New_Testament,eccentricity-1-New_Testament-unscaled,egoBetweennessCentrality-1-New_Testament,eigenvectorCentrality-1-New_Testament,eigenvectorCentrality-1-New_Testament-unscaled,exclusivity-1-New_Testament,exclusivity-1-New_Testament-unscaled,exclusivity-2-New_Testament,exclusivity-2-New_Testament-unscaled,exclusivityComplete-1-New_Testament,exclusivityComplete-1-New_Testament-unscaled,exclusivityComplete-2-New_Testament,exclusivityComplete-2-New_Testament-unscaled,hubCentrality-1-New_Testament,inClosenessCentrality-1-New_Testament,inClosenessCentrality-1-New_Testament-unscaled,inDegreeCentrality-1-New_Testament,inDegreeCentrality-1-New_Testament-unscaled,inInverseClosenessCentrality-1-New_Testament,inInverseClosenessCentrality-1-New_Testament-unscaled,interlockers-1-New_Testament,inverseClosenessCentrality-1-New_Testament,inverseClosenessCentrality-1-New_Testament-unscaled,outDegreeCentrality-1-New_Testament,outDegreeCentrality-1-New_Testament-unscaled,outDegreeCentrality-2-New_Testament,outDegreeCentrality-2-New_Testament-unscaled,pageRankCentrality-1-New_Testament,potentialBoundarySpanner-1-New_Testament,radials-1-New_Testament,rowDegreeCentrality-1-New_Testament,rowDegreeCentrality-1-New_Testament-unscaled,rowDegreeCentrality-2-New_Testament,rowDegreeCentrality-2-New_Testament-unscaled,rowGiniMeansDifference-1-New_Testament,sharedSituationAwareness-1-New_Testament,simmelianTies-1-New_Testament,simmelianTies-1-New_Testament-unscaled,strongComponentCount-2-New_Testament,structuralHolesConstraint-1-New_Testament,structuralHolesEffectiveNetworkSize-1-New_Testament,structuralHolesEfficiency-1-New_Testament,totalDegreeCentrality-1-New_Testament,totalDegreeCentrality-1-New_Testament-unscaled,triadCount-1-New_Testament,weakBoundarySpanner-1-New_Testament,weakComponentMembers-1-New_Testament,
coos,coos,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,102,0,0,0,0,0,0,0,58,
cornelius,cornelius,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,103,0,0,0,0,0,0,0,59,
cosam,cosam,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613791e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,104,1,1,1,5.630631e-006,1,0,0,60,
crescens,crescens,0,0,0,2,6.666667e-001,9.933072e-001,1.011736e-002,1,1.021165e-005,0,3.333333e-001,1.126126e-005,1.126126e-005,2,9.950000e-003,4.145781e-002,9.912280e-003,2.116995e-002,4.955857e-003,9.585422e-001,9.900877e-001,5.012531e-003,1.562239e-003,0,7.222222e-001,13,0,0,0,2.819485e-003,1.353353e-001,1.258037e-003,5.032147e-001,0,0,0,0,0,1.585470e-006,0,1.126126e-005,2,9.019534e-002,3.598794e+001,0,9.019537e-002,3.598795e+001,2.083333e-002,1,1.126126e-005,2,2.370574e-003,0,0,2.083333e-002,1,1.126126e-005,2,9.950000e-003,1.053299e-005,5.012531e-003,2,0,1.006944e+000,1,5.000000e-001,1.126126e-005,2,1,0,1,
cushan,cushan,0,0,0,1,1,9.933072e-001,8.230315e-003,0,1.021162e-005,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.062239e-002,7.406015e-003,2.074335e-002,4.943436e-003,9.593776e-001,9.925940e-001,2.506266e-002,1.984127e-003,0,7.222222e-001,13,0,0,0,0,4.539993e-005,4.578910e-005,1.831564e-002,0,0,0,0,0,1.585469e-006,0,5.630631e-006,1,7.828479e-002,3.123563e+001,0,7.828481e-002,3.123564e+001,2.083333e-002,1,5.630631e-006,1,1.066867e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,0,1,1,1,5.630631e-006,1,0,0,1,
cyrenius,cyrenius,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,107,0,0,0,0,0,0,0,61,
dalmanutha,dalmanutha,6.987023e-006,0,0,1,1,9.933072e-001,8.230315e-003,0,1.021168e-005,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.010025e-002,7.368421e-003,2.047672e-002,4.924592e-003,9.598997e-001,9.926316e-001,3.759398e-002,2.791204e-003,0,6.111111e-001,11,0,9.881142e-006,6.987023e-006,0,0,2.279705e-006,9.118820e-004,0,0,0,0,6.987023e-006,1.585471e-006,0,5.630631e-006,1,1.003951e-001,4.005764e+001,0,1.003951e-001,4.005765e+001,2.083333e-002,1,5.630631e-006,1,8.366583e-004,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,0,1,1,1,5.630631e-006,1,0,0,1,
dalmatia,dalmatia,0,0,0,2,6.666667e-001,9.933072e-001,1.011736e-002,1,1.021165e-005,0,3.333333e-001,1.126126e-005,1.126126e-005,2,9.950000e-003,4.145781e-002,9.912280e-003,2.116995e-002,4.955857e-003,9.585422e-001,9.900877e-001,5.012531e-003,1.562239e-003,0,7.222222e-001,13,0,0,0,2.819485e-003,1.353353e-001,1.258037e-003,5.032147e-001,0,0,0,0,0,1.585470e-006,0,1.126126e-005,2,9.019534e-002,3.598794e+001,0,9.019537e-002,3.598795e+001,2.083333e-002,1,1.126126e-005,2,2.370574e-003,0,0,2.083333e-002,1,1.126126e-005,2,9.950000e-003,1.053299e-005,5.012531e-003,2,0,1.006944e+000,1,5.000000e-001,1.126126e-005,2,1,0,1,
damaris,damaris,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613627e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,110,1,1,1,5.630631e-006,1,0,0,62,
daniel,daniel,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,111,0,0,0,0,0,0,0,63,
david,david,7.062240e-003,8.189203e-003,6.502309e+002,21,8.333333e-001,9.933072e-001,4.208773e-002,2,1.021170e-005,0,1.666667e-001,1.182432e-004,1.182432e-004,21,1.034375e-001,3.936926e-002,2.634085e-002,2.010345e-002,4.474101e-003,9.606307e-001,9.736592e-001,5.513784e-002,1.630057e-002,2,5.555556e-001,10,8.214286e-001,9.987515e-003,7.062240e-003,0,0,8.423657e-003,3.369463e+000,0,0,7.500000e-003,3,7.062240e-003,1.585472e-006,0,1.182432e-004,21,1.134791e-001,4.527818e+001,0,1.134791e-001,4.527818e+001,2.083333e-002,1,1.182432e-004,21,8.164256e-003,5.812900e-003,0,2.083333e-002,1,1.182432e-004,21,1.034375e-001,3.710486e-004,1.002506e-002,4,0,2.203445e-001,7.720660e+000,9.650825e-001,1.182432e-004,21,4,1,1,
demas,demas,0,4.850947e-003,3.851700e+002,4,7.000000e-001,9.933072e-001,1.526715e-002,1,1.021162e-005,0,3.000000e-001,2.252252e-005,2.252252e-005,4,1.980000e-002,4.062239e-002,1.481203e-002,2.074335e-002,4.923926e-003,9.593776e-001,9.851879e-001,2.506266e-002,4.138322e-003,0,7.777778e-001,14,5.555556e-001,0,0,0,4.539993e-005,1.613220e-003,6.452879e-001,0,0,0,0,0,1.585470e-006,0,2.252252e-005,4,8.473361e-002,3.380871e+001,0,8.473362e-002,3.380872e+001,2.083333e-002,1,2.252252e-005,4,3.257053e-003,1.807744e-002,0,2.083333e-002,1,2.252252e-005,4,1.980000e-002,2.058721e-005,7.518797e-003,3,0,5.456815e-001,2.750000e+000,6.875000e-001,2.252252e-005,4,3,0,1,
demetrius,demetrius,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,114,0,0,0,0,0,0,0,64,
derbe,derbe,0,1.446161e-003,1.148267e+002,5,7.000000e-001,9.933072e-001,1.526715e-002,1,1.021162e-005,0,3.000000e-001,2.815315e-005,2.815315e-005,5,2.478750e-002,4.062239e-002,1.478697e-002,2.074335e-002,4.911268e-003,9.593776e-001,9.852130e-001,2.506266e-002,4.759253e-003,0,7.222222e-001,13,5.555556e-001,0,0,0,4.539993e-005,1.320671e-003,5.282683e-001,0,0,0,0,0,1.585470e-006,0,2.815315e-005,5,8.409098e-002,3.355230e+001,0,8.409099e-002,3.355231e+001,2.083333e-002,1,2.815315e-005,5,3.405247e-003,4.311389e-003,0,2.083333e-002,1,2.815315e-005,5,2.478750e-002,3.495038e-005,7.518797e-003,3,0,4.283688e-001,3,7.500000e-001,2.815315e-005,5,3,0,1,
diana,diana,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,116,0,0,0,0,0,0,0,65,
didymus,didymus,8.987413e-005,1.969188e-004,1.563555e+001,5,1.666667e-001,9.933072e-001,1.243165e-002,1,1.021168e-005,0,8.333333e-001,2.815315e-005,2.815315e-005,5,2.486250e-002,3.884712e-002,1.201754e-002,1.983683e-002,4.766324e-003,9.611529e-001,9.879825e-001,6.766918e-002,1.045884e-002,0,6.666667e-001,12,1.666667e-001,1.271012e-004,8.987413e-005,0,0,6.203296e-006,2.481319e-003,0,0,0,0,8.987413e-005,1.585471e-006,0,2.815315e-005,5,1.058431e-001,4.223141e+001,0,1.058432e-001,4.223142e+001,2.083333e-002,1,2.815315e-005,5,1.662002e-003,5.870668e-004,0,2.083333e-002,1,2.815315e-005,5,2.486250e-002,5.410128e-005,7.518797e-003,3,0,5.542358e-001,2.482500e+000,8.275000e-001,2.815315e-005,5,3,0,1,
dionysius,dionysius,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613627e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,110,1,1,1,5.630631e-006,1,0,0,62,
diotrephes,diotrephes,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,119,0,0,0,0,0,0,0,66,
dorcas,dorcas,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,120,0,0,0,0,0,0,0,67,
drusilla,drusilla,0,0,0,1,1,9.933072e-001,8.230315e-003,0,1.021147e-005,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.135338e-002,7.418546e-003,2.111662e-002,4.949718e-003,9.586466e-001,9.925814e-001,7.518797e-003,3.341688e-003,0,9.444444e-001,17,0,0,0,1.037231e-003,4.978707e-002,1.244677e-004,4.978707e-002,0,0,0,0,0,1.585468e-006,0,5.630631e-006,1,5.329449e-002,2.126450e+001,0,5.329450e-002,2.126451e+001,2.083333e-002,1,5.630631e-006,1,1.367495e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,0,1,1,1,5.630631e-006,1,0,0,1,
eleazar,eleazar,2.380004e-006,2.333724e-002,1853,7,5.000000e-001,9.933072e-001,1.526715e-002,2,1.021170e-005,0,5.000000e-001,3.941442e-005,3.941442e-005,7,3.468750e-002,4.041353e-002,1.471178e-002,2.063670e-002,4.873294e-003,9.595864e-001,9.852882e-001,3.007519e-002,5.969879e-003,0,6.111111e-001,11,7.500000e-001,3.365834e-006,2.380004e-006,0,6.144212e-006,8.011858e-004,3.204743e-001,0,0,0,0,2.380004e-006,1.585472e-006,0,3.941442e-005,7,1.079117e-001,4.305678e+001,0,1.079117e-001,4.305678e+001,2.083333e-002,1,3.941442e-005,7,3.459226e-003,4.969605e-002,0,2.083333e-002,1,3.941442e-005,7,3.468750e-002,6.415550e-005,1.002506e-002,4,0,5.499679e-001,3.253968e+000,8.134921e-001,3.941442e-005,7,2,1,1,
eli,eli,0,0,0,2,1,9.933072e-001,8.230315e-003,0,5.630631e-006,0,0,1.126126e-005,1.126126e-005,2,9.975000e-003,2.662907e-002,7.456140e-003,1.359782e-002,4.968562e-003,9.733709e-001,9.925439e-001,3.609022e-001,0,2,0,0,0,0,0,0,0,2.500000e-003,1,0,0,2.500000e-003,1,0,1.407658e-006,0,1.126126e-005,2,0,0,0,0,0,2.083333e-002,1,1.126126e-005,2,5.420053e-004,0,0,2.083333e-002,1,1.126126e-005,2,9.975000e-003,1.915090e-005,0,0,123,0,0,0,1.126126e-005,2,0,0,68,
eliakim,eliakim,0,2.241785e-003,178,8,8.333333e-001,9.933072e-001,1.526715e-002,1,1.021148e-005,0,1.666667e-001,4.504505e-005,4.504505e-005,8,3.960000e-002,4.041353e-002,1.482456e-002,2.063670e-002,4.930255e-003,9.595864e-001,9.851754e-001,3.007519e-002,3.848908e-003,2,8.888889e-001,16,6.666667e-001,0,0,0,6.144212e-006,2.873403e-003,1.149361e+000,0,0,2.500000e-003,1,0,1.585468e-006,0,4.504505e-005,8,5.282892e-002,2.107874e+001,0,5.282893e-002,2.107874e+001,2.083333e-002,1,4.504505e-005,8,4.367762e-003,4.177096e-003,0,2.083333e-002,1,4.504505e-005,8,3.960000e-002,7.756113e-005,5.012531e-003,2,0,4.074704e-001,2.666667e+000,8.888889e-001,4.504505e-005,8,1,1,1,
elias,elias,5.487754e-005,4.919617e-003,3.906225e+002,8,6.666667e-001,9.933072e-001,1.243165e-002,0,1.021166e-005,0,3.333333e-001,4.504505e-005,4.504505e-005,8,3.980000e-002,4.010025e-002,1.199248e-002,2.047672e-002,4.753698e-003,9.598997e-001,9.880075e-001,3.759398e-002,1.262521e-002,0,6.666667e-001,12,1,7.760856e-005,5.487754e-005,0,0,8.476585e-006,3.390634e-003,0,0,0,0,5.487754e-005,1.585471e-006,0,4.504505e-005,8,9.404480e-002,3.752388e+001,0,9.404481e-002,3.752388e+001,2.083333e-002,1,4.504505e-005,8,3.789708e-003,9.166672e-003,0,2.083333e-002,1,4.504505e-005,8,3.980000e-002,1.436317e-004,0,0,0,4.687500e-001,3,1,4.504505e-005,8,0,0,1,
eliezer,eliezer,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613146e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,126,1,1,1,5.630631e-006,1,0,0,69,
elisabeth,elisabeth,7.300363e-006,2.241785e-003,178,2,6.666667e-001,9.933072e-001,1.011736e-002,0,1.021169e-005,0,3.333333e-001,1.126126e-005,1.126126e-005,2,9.950000e-003,4.083125e-002,9.774436e-003,2.085000e-002,4.886589e-003,9.591687e-001,9.902256e-001,2.005013e-002,5.600729e-003,0,5.555556e-001,10,1,1.032427e-005,7.300363e-006,6.988805e-006,3.354626e-004,2.500002e-003,1,0,0,2.500000e-003,1,7.300363e-006,1.585471e-006,0,1.126126e-005,2,1.065272e-001,4.250436e+001,0,1.065272e-001,4.250436e+001,2.083333e-002,1,1.126126e-005,2,1.977257e-003,1.670839e-002,0,2.083333e-002,1,1.126126e-005,2,9.950000e-003,9.575448e-006,0,0,0,5.000000e-001,2,1,1.126126e-005,2,0,1,1,
eliud,eliud,0,0,0,8,6.666667e-001,9.933072e-001,1.243165e-002,1,1.021160e-005,0,3.333333e-001,4.504505e-005,4.504505e-005,8,3.975000e-002,4.041353e-002,1.234336e-002,2.063670e-002,4.930462e-003,9.595864e-001,9.876567e-001,3.007519e-002,3.604249e-003,2,7.222222e-001,13,0,0,0,0,6.144212e-006,5.872736e-004,2.349094e-001,0,0,0,0,0,1.585469e-006,0,4.504505e-005,8,7.127234e-002,2.843767e+001,0,7.127237e-002,2.843767e+001,2.083333e-002,1,4.504505e-005,8,3.216228e-003,0,0,2.083333e-002,1,4.504505e-005,8,3.975000e-002,1.158629e-004,5.012531e-003,2,0,8.230733e-001,1.166667e+000,5.833333e-001,4.504505e-005,8,1,0,1,
elmodam,elmodam,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613791e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,104,1,1,1,5.630631e-006,1,0,0,60,
elymas,elymas,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,130,0,0,0,0,0,0,0,70,
emmanuel,emmanuel,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,131,0,0,0,0,0,0,0,71,
emmaus,emmaus,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,132,0,0,0,0,0,0,0,72,
emmor,emmor,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,133,0,0,0,0,0,0,0,73,
enoch,enoch,0,0,0,1,1,9.933072e-001,8.230315e-003,0,1.021164e-005,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.010025e-002,7.418546e-003,2.047672e-002,4.949718e-003,9.598997e-001,9.925814e-001,3.759398e-002,5.325815e-003,0,6.666667e-001,12,0,0,0,0,0,1.244677e-004,4.978707e-002,0,0,0,0,0,1.585470e-006,0,5.630631e-006,1,8.543923e-002,3.409026e+001,0,8.543925e-002,3.409026e+001,2.083333e-002,1,5.630631e-006,1,1.639194e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,0,1,1,1,5.630631e-006,1,0,0,1,
enos,enos,4.472136e-003,0,0,2,1,9.933072e-001,8.230315e-003,0,5.658996e-006,0,0,1.126126e-005,1.126126e-005,2,9.975000e-003,4.145781e-002,7.443609e-003,2.116995e-002,4.962280e-003,9.585422e-001,9.925564e-001,5.012531e-003,2.506266e-003,0,1.666667e-001,3,0,6.708202e-003,4.743415e-003,2.819485e-003,1.353353e-001,9.196986e-004,3.678795e-001,0,0,0,0,4.472136e-003,1.409424e-006,0,1.126126e-005,2,2.088555e-003,8.333334e-001,0,2.088555e-003,8.333333e-001,2.083333e-002,1,1.126126e-005,2,3.530524e-003,0,0,2.083333e-002,1,1.126126e-005,2,9.975000e-003,1.915090e-005,0,0,49,1,1,1,1.126126e-005,2,0,0,29,
epaphras,epaphras,2.003822e-003,0,0,2,0,9.933072e-001,8.230315e-003,0,1.021166e-005,0,1,1.126126e-005,1.126126e-005,2,9.975000e-003,3.957811e-002,6.867168e-003,2.021010e-002,4.673338e-003,9.604219e-001,9.931328e-001,5.012531e-002,3.652792e-002,0,6.111111e-001,11,0,2.833832e-003,2.003822e-003,0,0,0,0,0,0,0,0,2.003822e-003,1.585471e-006,0,1.126126e-005,2,9.199025e-002,3.670411e+001,0,9.199025e-002,3.670411e+001,2.083333e-002,1,1.126126e-005,2,1.102113e-003,0,0,2.083333e-002,1,1.126126e-005,2,9.975000e-003,1.915090e-005,0,0,0,1,1,1,1.126126e-005,2,0,0,1,
epaphroditus,epaphroditus,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,137,0,0,0,0,0,0,0,74,
ephphatha,ephphatha,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,138,0,0,0,0,0,0,0,75,
ephraim,ephraim,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,139,0,0,0,0,0,0,0,76,
erastus,erastus,6.981558e-006,0,0,2,6.666667e-001,9.933072e-001,1.011736e-002,1,1.021161e-005,0,3.333333e-001,1.126126e-005,1.126126e-005,2,9.950000e-003,4.093567e-002,9.812030e-003,2.090332e-002,4.905480e-003,9.590643e-001,9.901879e-001,1.754386e-002,7.461341e-003,0,7.222222e-001,13,0,9.873414e-006,6.981558e-006,1.899754e-005,9.118820e-004,1.253063e-004,5.012253e-002,0,0,0,0,6.981558e-006,1.585469e-006,0,1.126126e-005,2,7.800524e-002,3.112409e+001,0,7.800525e-002,3.112410e+001,2.083333e-002,1,1.126126e-005,2,1.674496e-003,0,0,2.083333e-002,1,1.126126e-005,2,9.950000e-003,1.053299e-005,5.012531e-003,2,0,6.709018e-001,1.333333e+000,6.666666e-001,1.126126e-005,2,1,0,1,
