Node-Id,Node-Title,authorityCentrality-1-New_Testament,betweennessCentrality-1-New_Testament,betweennessCentrality-1-New_Testament-unscaled,bonacichPowerCentrality-1-New_Testament,brokerage-1-New_Testament,capability-1-New_Testament,capability-2-New_Testament,cliqueCount-2-New_Testament,closenessCentrality-1-New_Testament,closenessCentrality-1-New_Testament-unscaled,clusteringCoefficient-2-New_Testament,cognitiveDemand-1-New_Testament,columnDegreeCentrality-1-New_Testament,columnDegreeCentrality-1-New_Testament-unscaled,columnGiniMeansDifference-1-New_Testament,correlationDistinctiveness-1-New_Testament,correlationDistinctiveness-2-New_Testament,correlationExpertise-1-New_Testament,correlationExpertise-2-New_Testament,correlationResemblance-1-New_Testament,correlationResemblance-2-New_Testament,correlationSimilarity-1-New_Testament,correlationSimilarity-2-New_Testament,diagonal-1-New_Testament,eccentricity-1-New_Testament,eccentricity-1-New_Testament-unscaled,egoBetweennessCentrality-1-New_Testament,eigenvectorCentrality-1-New_Testament,eigenvectorCentrality-1-New_Testament-unscaled,exclusivity-1-New_Testament,exclusivity-1-New_Testament-unscaled,exclusivity-2-New_Testament,exclusivity-2-New_Testament-unscaled,exclusivityComplete-1-New_Testament,exclusivityComplete-1-New_Testament-unscaled,exclusivityComplete-2-New_Testament,exclusivityComplete-2-New_Testament-unscaled,hubCentrality-1-New_Testament,inClosenessCentrality-1-New_Testament,inClosenessCentrality-1-New_Testament-unscaled,inDegreeCentrality-1-New_Testament,inDegreeCentrality-1-New_Testament-unscaled,inInverseClosenessCentrality-1-New_Testament,inInverseClosenessCentrality-1-New_Testament-unscaled,interlockers-1-New_Testament,inverseClosenessCentrality-1-New_Testament,inverseClosenessCentrality-1-New_Testament-unscaled,outDegreeCentrality-1-New_Testament,outDegreeCentrality-1-New_Testament-unscaled,outDegreeCentrality-2-New_Testament,outDegreeCentrality-2-New_Testament-unscaled,pageRankCentrality-1-New_Testament,potentialBoundarySpanner-1-New_Testament,radials-1-New_Testament,rowDegreeCentrality-1-New_Testament,rowDegreeCentrality-1-New_Testament-unscaled,rowDegreeCentrality-2-New_Testament,rowDegreeCentrality-2-New_Testament-unscaled,rowGiniMeansDifference-1-New_Testament,sharedSituationAwareness-1-New_Testament,simmelianTies-1-New_Testament,simmelianTies-1-New_Testament-unscaled,strongComponentCount-2-New_Testament,structuralHolesConstraint-1-New_Testament,structuralHolesEffectiveNetworkSize-1-New_Testament,structuralHolesEfficiency-1-New_Testament,totalDegreeCentrality-1-New_Testament,totalDegreeCentrality-1-New_Testament-unscaled,triadCount-1-New_Testament,weakBoundarySpanner-1-New_Testament,weakComponentMembers-1-New_Testament,
aaron,aaron,0,0,0,1,1,9.933072e-001,8.230315e-003,0,1.021164e-005,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.083125e-002,7.443609e-003,2.085000e-002,4.962280e-003,9.591687e-001,9.925564e-001,2.005013e-002,1.670844e-004,0,6.111111e-001,11,0,0,0,6.988805e-006,3.354626e-004,9.196986e-004,3.678795e-001,0,0,0,0,0,1.585470e-006,0,5.630631e-006,1,8.491600e-002,3.388148e+001,0,8.491602e-002,3.388149e+001,2.083333e-002,1,5.630631e-006,1,1.382339e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,0,1,1,1,5.630631e-006,1,0,0,1,
abaddon,abaddon,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
abba,abba,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,
abel,abel,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,
abiathar,abiathar,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,
abilene,abilene,2.433667e-006,0,0,4,3.333333e-001,9.933072e-001,1.243165e-002,1,1.021167e-005,0,6.666667e-001,2.252252e-005,2.252252e-005,4,1.987500e-002,4.051796e-002,1.231830e-002,2.069002e-002,4.917836e-003,9.594820e-001,9.876817e-001,2.756892e-002,4.065621e-003,0,6.111111e-001,11,0,3.441724e-006,2.433667e-006,0,1.670170e-005,6.828733e-004,2.731493e-001,0,0,0,0,2.433667e-006,1.585471e-006,0,2.252252e-005,4,9.629267e-002,3.842078e+001,0,9.629268e-002,3.842078e+001,2.083333e-002,1,2.252252e-005,4,2.190080e-003,0,0,2.083333e-002,1,2.252252e-005,4,1.987500e-002,3.016266e-005,7.518797e-003,3,0,8.806732e-001,1.625000e+000,5.416667e-001,2.252252e-005,4,3,0,1,
abiud,abiud,0,8.841199e-003,702,7,6.000000e-001,9.933072e-001,1.526715e-002,2,1.021153e-005,0,4.000000e-001,3.941442e-005,3.941442e-005,7,3.468750e-002,4.041353e-002,1.479950e-002,2.063670e-002,4.917597e-003,9.595864e-001,9.852005e-001,3.007519e-002,5.102040e-003,0,8.333333e-001,15,7.500000e-001,0,0,0,6.144212e-006,7.117412e-004,2.846965e-001,0,0,0,0,0,1.585468e-006,0,3.941442e-005,7,6.160199e-002,2.457920e+001,0,6.160199e-002,2.457920e+001,2.083333e-002,1,3.941442e-005,7,4.938321e-003,1.882710e-002,0,2.083333e-002,1,3.941442e-005,7,3.468750e-002,6.415550e-005,1.002506e-002,4,0,5.709659e-001,3,7.500000e-001,3.941442e-005,7,2,1,1,
abraham,abraham,1.054119e-003,8.280794e-003,6.575034e+002,21,6.944444e-001,9.933072e-001,3.444520e-002,4,1.021173e-005,0,3.055556e-001,1.182432e-004,1.182432e-004,21,1.039125e-001,3.936926e-002,2.384712e-002,2.010345e-002,4.469081e-003,9.606307e-001,9.761529e-001,5.513784e-002,1.755402e-002,0,5.555556e-001,10,8.928571e-001,1.490750e-003,1.054119e-003,0,0,1.894543e-003,7.578174e-001,0,0,0,0,1.054119e-003,1.585473e-006,0,1.182432e-004,21,1.390291e-001,5.547261e+001,0,1.390291e-001,5.547262e+001,2.083333e-002,1,1.182432e-004,21,6.872527e-003,5.877913e-003,0,2.083333e-002,1,1.182432e-004,21,1.039125e-001,6.027744e-004,1.503759e-002,6,0,5.601122e-001,7.141534e+000,8.926918e-001,1.182432e-004,21,6,0,1,
aceldama,aceldama,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,
achaia,achaia,1.001916e-003,2.241785e-003,178,2,6.666667e-001,9.933072e-001,1.011736e-002,0,1.021171e-005,0,3.333333e-001,1.126126e-005,1.126126e-005,2,9.950000e-003,3.957811e-002,9.360902e-003,2.021010e-002,4.678783e-003,9.604219e-001,9.906391e-001,5.012531e-002,2.479856e-002,0,5.555556e-001,10,1,1.416923e-003,1.001916e-003,0,0,2.500000e-003,1,0,0,2.500000e-003,1,1.001916e-003,1.585473e-006,0,1.126126e-005,2,1.210417e-001,4.829563e+001,0,1.210417e-001,4.829564e+001,2.083333e-002,1,1.126126e-005,2,2.008239e-003,1.670839e-002,0,2.083333e-002,1,1.126126e-005,2,9.950000e-003,9.575448e-006,0,0,0,5.000000e-001,2,1,1.126126e-005,2,0,1,1,
achaicus,achaicus,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,
achaz,achaz,3.789090e-003,0,0,3,3.333333e-001,9.933072e-001,1.011736e-002,1,5.687649e-006,0,6.666667e-001,1.689189e-005,1.689189e-005,3,1.493750e-002,4.124895e-002,9.887218e-003,2.106330e-002,4.943263e-003,9.587510e-001,9.901128e-001,1.002506e-002,3.634085e-003,0,1.666667e-001,3,0,5.358588e-003,3.789094e-003,3.815758e-004,1.831564e-002,4.628059e-004,1.851223e-001,0,0,0,0,3.789090e-003,1.411194e-006,0,1.689189e-005,3,5.847953e-003,2.333333e+000,0,5.847953e-003,2.333333e+000,2.083333e-002,1,1.689189e-005,3,2.815546e-003,0,0,2.083333e-002,1,1.689189e-005,3,1.493750e-002,2.489616e-005,5.012531e-003,2,11,1.003087e+000,1,5.000000e-001,1.689189e-005,3,1,0,8,
achim,achim,0,1.926928e-002,1530,9,6.000000e-001,9.933072e-001,1.526715e-002,2,1.021161e-005,0,4.000000e-001,5.067568e-005,5.067568e-005,9,4.466250e-002,4.041353e-002,1.481203e-002,2.063670e-002,4.923926e-003,9.595864e-001,9.851879e-001,3.007519e-002,4.021960e-003,0,7.222222e-001,13,6.666667e-001,0,0,0,6.144212e-006,9.256117e-004,3.702447e-001,0,0,0,0,0,1.585469e-006,0,5.067568e-005,9,7.672049e-002,3.061147e+001,0,7.672051e-002,3.061148e+001,2.083333e-002,1,5.067568e-005,9,4.855040e-003,3.191489e-002,0,2.083333e-002,1,5.067568e-005,9,4.466250e-002,1.216082e-004,1.002506e-002,4,0,5.022606e-001,3.111111e+000,7.777778e-001,5.067568e-005,9,2,1,1,
adam,adam,2.267212e-006,6.687573e-003,531,4,1,9.933072e-001,1.526715e-002,0,1.021169e-005,0,0,2.252252e-005,2.252252e-005,4,1.980000e-002,4.010025e-002,1.484962e-002,2.047672e-002,4.942913e-003,9.598997e-001,9.851504e-001,3.759398e-002,2.092129e-003,0,6.111111e-001,11,1,3.206322e-006,2.267212e-006,0,0,7.502280e-003,3.000912e+000,0,0,7.500000e-003,3,2.267212e-006,1.585472e-006,0,2.252252e-005,4,1.088625e-001,4.343615e+001,0,1.088625e-001,4.343615e+001,2.083333e-002,1,2.252252e-005,4,5.163241e-003,2.492178e-002,0,2.083333e-002,1,2.252252e-005,4,1.980000e-002,1.915090e-005,0,0,0,2.500000e-001,4,1,2.252252e-005,4,0,1,1,
addi,addi,3.535534e-003,0,0,1,1,9.933072e-001,8.230315e-003,0,5.658997e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.145781e-002,7.443609e-003,2.116995e-002,4.962280e-003,9.585422e-001,9.925564e-001,5.012531e-003,2.506266e-003,0,1.111111e-001,2,0,5.303305e-003,3.750003e-003,2.819485e-003,1.353353e-001,9.196986e-004,3.678795e-001,0,0,0,0,3.535534e-003,1.409424e-006,0,5.630631e-006,1,3.759399e-003,1.500000e+000,0,3.759399e-003,1.500000e+000,2.083333e-002,1,5.630631e-006,1,2.783252e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,14,1,1,1,5.630631e-006,1,0,0,9,
adramyttium,adramyttium,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,
aeneas,aeneas,1.117315e-003,0,0,3,0,9.933072e-001,1.011736e-002,1,1.021171e-005,0,1,1.689189e-005,1.689189e-005,3,1.493750e-002,3.884712e-002,9.172932e-003,1.983683e-002,4.584325e-003,9.611529e-001,9.908271e-001,6.766918e-002,3.213405e-002,0,5.555556e-001,10,1,1.580122e-003,1.117315e-003,0,0,0,0,0,0,0,0,1.117315e-003,1.585473e-006,0,1.689189e-005,3,1.208328e-001,4.821230e+001,0,1.208328e-001,4.821230e+001,2.083333e-002,1,1.689189e-005,3,1.260070e-003,0,0,2.083333e-002,1,1.689189e-005,3,1.493750e-002,2.489616e-005,5.012531e-003,2,0,7.477298e-001,1.083333e+000,5.416666e-001,1.689189e-005,3,1,0,1,
aenon,aenon,3.687449e-005,0,0,3,3.333333e-001,9.933072e-001,1.011736e-002,1,1.021166e-005,0,6.666667e-001,1.689189e-005,1.689189e-005,3,1.493750e-002,3.884712e-002,9.649123e-003,1.983683e-002,4.823617e-003,9.611529e-001,9.903509e-001,6.766918e-002,8.211809e-003,0,6.666667e-001,12,0,5.214841e-005,3.687449e-005,0,0,9.196986e-004,3.678795e-001,0,0,0,0,3.687449e-005,1.585470e-006,0,1.689189e-005,3,9.010042e-002,3.595007e+001,0,9.010044e-002,3.595007e+001,2.083333e-002,1,1.689189e-005,3,1.438806e-003,0,0,2.083333e-002,1,1.689189e-005,3,1.493750e-002,2.489616e-005,5.012531e-003,2,0,1.060157e+000,1.301587e+000,6.507937e-001,1.689189e-005,3,1,0,1,
agabus,agabus,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,11,
agrippa,agrippa,7.319330e-005,1.313586e-002,1043,5,8.333333e-001,9.933072e-001,1.243165e-002,1,1.021165e-005,0,1.666667e-001,2.815315e-005,2.815315e-005,5,2.483750e-002,4.072682e-002,1.213033e-002,2.079667e-002,4.823141e-003,9.592732e-001,9.878697e-001,2.255639e-002,1.160845e-002,0,7.222222e-001,13,1,1.035110e-004,7.319330e-005,2.571038e-006,1.234098e-004,2.838338e-003,1.135335e+000,0,0,2.500000e-003,1,7.319330e-005,1.585470e-006,0,2.815315e-005,5,9.081197e-002,3.623397e+001,0,9.081198e-002,3.623398e+001,2.083333e-002,1,2.815315e-005,5,2.911763e-003,3.916145e-002,0,2.083333e-002,1,2.815315e-005,5,2.483750e-002,4.404706e-005,5.012531e-003,2,0,6.987172e-001,2.425000e+000,8.083333e-001,2.815315e-005,5,1,1,1,
alexander,alexander,1.863077e-005,2.843325e-003,2.257629e+002,3,6.666667e-001,9.933072e-001,1.243165e-002,0,1.021171e-005,0,3.333333e-001,1.689189e-005,1.689189e-005,3,1.488750e-002,3.936926e-002,1.208020e-002,2.010345e-002,4.797889e-003,9.606307e-001,9.879198e-001,5.513784e-002,8.392300e-003,0,6.111111e-001,11,1,2.634789e-005,1.863077e-005,0,0,2.506197e-003,1.002479e+000,0,0,2.500000e-003,1,1.863077e-005,1.585472e-006,0,1.689189e-005,3,1.210022e-001,4.827986e+001,0,1.210022e-001,4.827987e+001,2.083333e-002,1,1.689189e-005,3,2.095466e-003,1.412784e-002,0,2.083333e-002,1,1.689189e-005,3,1.488750e-002,1.436317e-005,0,0,0,3.333334e-001,3,1,1.689189e-005,3,0,1,1,
alleluia,alleluia,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,12,
aminadab,aminadab,3.311598e-003,0,0,4,1,9.933072e-001,1.011736e-002,0,5.658996e-006,0,0,2.252252e-005,2.252252e-005,4,1.990000e-002,4.145781e-002,9.924812e-003,2.116995e-002,4.962154e-003,9.585422e-001,9.900752e-001,5.012531e-003,1.670844e-003,2,2.777778e-001,5,0,4.683310e-003,3.311600e-003,2.819485e-003,1.353353e-001,1.839397e-003,7.357589e-001,0,0,0,0,3.311598e-003,1.409424e-006,0,2.252252e-005,4,1.754386e-003,7.000000e-001,0,1.754386e-003,7.000000e-001,2.083333e-002,1,2.252252e-005,4,2.335031e-003,0,0,2.083333e-002,1,2.252252e-005,4,1.990000e-002,3.830179e-005,0,0,22,1,1,1,2.252252e-005,4,0,0,13,
amon,amon,0,0,0,2,1,9.933072e-001,8.230315e-003,0,5.630631e-006,0,0,1.126126e-005,1.126126e-005,2,9.975000e-003,2.662907e-002,7.456140e-003,1.359782e-002,4.968562e-003,9.733709e-001,9.925439e-001,3.609022e-001,0,2,0,0,0,0,0,0,0,2.500000e-003,1,0,0,2.500000e-003,1,0,1.407658e-006,0,1.126126e-005,2,0,0,0,0,0,2.083333e-002,1,1.126126e-005,2,5.420053e-004,0,0,2.083333e-002,1,1.126126e-005,2,9.975000e-003,1.915090e-005,0,0,23,0,0,0,1.126126e-005,2,0,0,14,
amos,amos,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613441e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,24,1,1,1,5.630631e-006,1,0,0,15,
amplias,amplias,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,16,
ananiah,ananiah,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613027e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,26,1,1,1,5.630631e-006,1,0,0,17,
anathema,anathema,2.239626e-006,0,0,1,1,9.933072e-001,8.230315e-003,0,1.021167e-005,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,3.957811e-002,7.443609e-003,2.021010e-002,4.962280e-003,9.604219e-001,9.925564e-001,5.012531e-002,5.221387e-005,0,6.111111e-001,11,0,3.167309e-006,2.239626e-006,0,0,9.196986e-004,3.678795e-001,0,0,0,0,2.239626e-006,1.585471e-006,0,5.630631e-006,1,9.366109e-002,3.737078e+001,0,9.366111e-002,3.737078e+001,2.083333e-002,1,5.630631e-006,1,1.395507e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,0,1,1,1,5.630631e-006,1,0,0,1,
andrew,andrew,3.753299e-003,9.854438e-004,7.824522e+001,30,4.666667e-001,9.933072e-001,4.208773e-002,9,1.021168e-005,0,5.333334e-001,1.689189e-004,1.689189e-004,30,1.480250e-001,3.884712e-002,2.567669e-002,1.983683e-002,4.134377e-003,9.611529e-001,9.743233e-001,6.766918e-002,2.623231e-002,0,6.666667e-001,12,5.185186e-001,5.307966e-003,3.753299e-003,0,0,4.009846e-004,1.603938e-001,0,0,0,0,3.753299e-003,1.585471e-006,0,1.689189e-004,30,1.038799e-001,4.144808e+001,1,1.038799e-001,4.144809e+001,2.083333e-002,1,1.689189e-004,30,7.717205e-003,4.896447e-004,0,2.083333e-002,1,1.689189e-004,30,1.480250e-001,7.981136e-004,2.255639e-002,9,0,4.500218e-001,6.503511e+000,7.226124e-001,1.689189e-004,30,19,0,1,
andronicus,andronicus,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613011e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,29,1,1,1,5.630631e-006,1,0,0,18,
anna,anna,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,19,
annas,annas,2.433667e-006,0,0,4,3.333333e-001,9.933072e-001,1.243165e-002,1,1.021167e-005,0,6.666667e-001,2.252252e-005,2.252252e-005,4,1.987500e-002,4.051796e-002,1.231830e-002,2.069002e-002,4.917836e-003,9.594820e-001,9.876817e-001,2.756892e-002,4.065621e-003,0,6.111111e-001,11,0,3.441724e-006,2.433667e-006,0,1.670170e-005,6.828733e-004,2.731493e-001,0,0,0,0,2.433667e-006,1.585471e-006,0,2.252252e-005,4,9.629267e-002,3.842078e+001,0,9.629268e-002,3.842078e+001,2.083333e-002,1,2.252252e-005,4,2.190080e-003,0,0,2.083333e-002,1,2.252252e-005,4,1.987500e-002,3.016266e-005,7.518797e-003,3,0,8.806732e-001,1.625000e+000,5.416667e-001,2.252252e-005,4,3,0,1,
antichrist,antichrist,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,20,
antipas,antipas,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,21,
antipatris,antipatris,3.603193e-005,0,0,1,1,9.933072e-001,8.230315e-003,0,1.021169e-005,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.072682e-002,7.167920e-003,2.079667e-002,4.824090e-003,9.592732e-001,9.928321e-001,2.255639e-002,2.260585e-002,0,6.666667e-001,12,0,5.095684e-005,3.603193e-005,2.571038e-006,1.234098e-004,0,0,0,0,0,0,3.603193e-005,1.585472e-006,0,5.630631e-006,1,1.109879e-001,4.428419e+001,0,1.109880e-001,4.428420e+001,2.083333e-002,1,5.630631e-006,1,8.829242e-004,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,0,1,1,1,5.630631e-006,1,0,0,1,
apelles,apelles,2.003822e-003,0,0,2,0,9.933072e-001,8.230315e-003,0,1.021166e-005,0,1,1.126126e-005,1.126126e-005,2,9.975000e-003,3.957811e-002,6.867168e-003,2.021010e-002,4.673338e-003,9.604219e-001,9.931328e-001,5.012531e-002,3.652792e-002,0,6.111111e-001,11,0,2.833832e-003,2.003822e-003,0,0,0,0,0,0,0,0,2.003822e-003,1.585471e-006,0,1.126126e-005,2,9.199025e-002,3.670411e+001,0,9.199025e-002,3.670411e+001,2.083333e-002,1,1.126126e-005,2,1.102113e-003,0,0,2.083333e-002,1,1.126126e-005,2,9.975000e-003,1.915090e-005,0,0,0,1,1,1,1.126126e-005,2,0,0,1,
apollonia,apollonia,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,22,
apollos,apollos,2.088918e-003,2.241785e-003,178,10,6.000000e-001,9.933072e-001,1.873713e-002,2,1.021171e-005,0,4.000000e-001,5.630631e-005,5.630631e-005,10,4.947500e-002,3.884712e-002,1.636592e-002,1.983683e-002,4.454174e-003,9.611529e-001,9.836341e-001,6.766918e-002,2.461164e-002,0,6.111111e-001,11,8.000000e-001,2.954177e-003,2.088918e-003,0,0,2.545831e-003,1.018332e+000,0,0,2.500000e-003,1,2.088918e-003,1.585473e-006,0,5.630631e-005,10,1.196695e-001,4.774812e+001,0,1.196695e-001,4.774812e+001,2.083333e-002,1,5.630631e-005,10,3.909670e-003,3.341677e-003,0,2.083333e-002,1,5.630631e-005,10,4.947500e-002,1.077238e-004,1.002506e-002,4,0,2.849527e-001,4.355556e+000,8.711111e-001,5.630631e-005,10,4,1,1,
apollyon,apollyon,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,23,
